"WEBjve href","NBa7we src","d4r55","RfnDt","RfnDt 2","rsqaWe","DU9Pgb","wiI7pd","w8nwRe","dSlJg src","Hzvxle","pkWtMe","dSlJg src 2","znYl0","znYl0 2"
"https://www.google.com/maps/contrib/118358230462488934112/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCk5_sP33QiB1iMr_nlsiRVgCShBLphCm4zequKfhA=w36-h36-p-c0x00000000-rp-mo-br100","Rudolf Megert","Local Guide","6 reseñas","Hace 4 meses","Nueva","(Traducción de Google) Esta empresa promete un tiempo de entrega de 3 días en portales como Ponto etc. - pero no entrega correctamente dentro del tiempo especificado, si es que lo hace, ya que esta empresa es solo otro intermediario que no…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","5","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/108483355485012736357/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp7TjEPZQVaB3QmpqwN_IdWnthTjE9cq0d3uhLYv=w36-h36-p-c0x00000000-rp-mo-br100","financeiro textil","Local Guide","4 reseñas","Hace 4 meses","Nueva","(Traducción de Google) Lo compre por Americanas y se demora la entrega... Al principio fue entre el 12 y el 13/09. Lleva desde el día 9 con el transportista y no ha llegado nada... Y no hay un servicio humanizado para ti... está todo…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","7","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103949780932520832810/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkCz4s4Z3-jW26Kw4q3o-YlPmrxIS1XJLp45DpV6A=w36-h36-p-c0x00000000-rp-mo-br100","Rafael Martins","Local Guide","4 reseñas","Hace un mes","Nueva","(Traducción de Google) Esta empresa es pésima, no compréis que os vais a meter en líos. Retrasaron mi entrega y además no contestan mis llamadas.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","4","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/100566643518730289161/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmUPfzjLYmP6UmTJZDJb4hPPq-JrYJXsk6RgRoE0_g=w36-h36-p-c0x00000000-rp-mo-br100","Rafaela Martins","Local Guide","3 reseñas","2 semanas atrás","","(Traducción de Google) Compré un lavabo a través de la web de Magalu, y ustedes serían los encargados de entregar el producto, fecha límite hasta el 04/01 y aparece en la APP entregada el 30/12 donde NADIE RECIBIÓ NINGUNA MERCANCÍA.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/108277787254939032203/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnPTRVaBPqHPbsAdQPom6Ss-k8Dfcwb7HIhXkldvw=w36-h36-p-c0x00000000-rp-mo-br100","Daniela Bonfa","Local Guide","3 reseñas","Hace un mes","Nueva","(Traducción de Google) Lo compre por la pagina americana, no habia visto el nombre del socio, decia que entregaria el 02/12 y hasta ahora nada, solo emitieron la factura el 29/11 pero todavia no la han despachado y no contestan…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/105224044664227946613/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp4wGYL96XRSONnJ3yIf6SLiL-9aSMemVREf2I3O6g=w36-h36-p-c0x00000000-rp-mo-br100","Fabiana Passarin","Local Guide","4 reseñas","Hace un mes","Nueva","(Traducción de Google) Ya y la segunda compra entregada por Olist, que no completa correctamente. El primero vino con el número equivocado, pedí el cambio y me devolvieron el dinero alegando que no lo tenían en stock, pero seguía existiendo…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/108036536965955849230/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmNeVcb3fVtMZK5y6GUvux_sx1Qgq1juXsK1We3zA=w36-h36-p-c0x00000000-rp-mo-ba4-br100","Rauer Duarte","Local Guide","· 71 reseñas","Hace 2 meses","Nueva","(Traducción de Google) Simplemente no doy cero porque no lo hay.
Chicos, estad atentos. Vaya a Quejar aquí y vea el número de quejas. Olist es traspasado. Lo compre por Mercado Livre, me lo enviaron mal, hice la devolución y…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","4","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/108715167047111009723/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCn6EQAcrzdSePFtlHqg_Y1Pr7oSGJhg1o8aFXycLxA=w36-h36-p-c0x00000000-rp-mo-br100","Chris Nogueira","Local Guide","16 reseñas","Hace 2 meses","Nueva","(Traducción de Google) Compré un reloj de escritorio negro, llegó ROJO horrible. por Americanas no hay ninguna solicitud para reclamar al respecto. en Olist no hay forma de quejarse, solo envíe un correo electrónico y el correo electrónico…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","4","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/109666832410058088536/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkkHN6HMh3rMz412-rNTRb6o0HuEi1JxaT2TluyTw=w36-h36-p-c0x00000000-rp-mo-br100","Amanda Romano","Local Guide","11 reseñas","Hace 4 meses","Nueva","(Traducción de Google) ¡Mala compañía! Compré un producto juntos en Lojas Americanas, pero Olist es quien lo vende. El producto llego defectuoso. Me hicieron devolverlo y esperar a que llegara el producto, llego unos dias mas tarde y…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","6","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/115923786203973845974/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp78C9H_zpgi10-vjvhSzITMp8_krOAyv7sk9zhN=w36-h36-p-c0x00000000-rp-mo-ba4-br100","Paulo Nascimento","Local Guide","· 72 reseñas","Hace 2 meses","Nueva","(Traducción de Google) Buen día,
soy nuevo en la plataforma y estoy indignado por la falta de atencion a mi empresa, ni despues de hacer una denuncia en el anuncio aqui me dieron atencion,…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","4","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/118285722255527890524/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmfj7kUxubV_hmQpsiCu4VNjn-FtZPXrBZWho_nQw=w36-h36-p-c0x00000000-rp-mo-br100","CAÇULA TV","Local Guide","1 reseña","Hace un mes","Nueva","(Traducción de Google) Horrible, me dieron la computadora, pero el monitor tenía una línea vertical, que todo indica que fue mal transportado! ¡DECEPCIONANTE! Ahora tendré que esperar otros 5 días para recibir mi monitor... ¡Apelaré si se…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/110626566850597429325/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6bBW-Vu2nrKm3YDY8W32Hh2svCUY8OuATWiyt0mw=w36-h36-p-c0x00000000-rp-mo-br100","Yasmin Marchiori","Local Guide","4 reseñas","Hace un mes","Nueva","(Traducción de Google) Compré un juguete para un niño menor de 1 año y, además de haber enviado el producto en el color equivocado, llegó en una caja de lejía. Si compre el juguete de marca y recomendaciones para niños por que me lo llego…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103291539329732695795/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmNQB89rKUSuE4_apbFQCwcwIer5PWhJ6bZ1bVd8g=w36-h36-p-c0x00000000-rp-mo-br100","Matheus Oliveira","Local Guide","1 reseña","una semana atrás","","(Traducción de Google) Estaba insatisfecho no solo por la demora de 5 días de mi producto, sino también por haber sido informado de la situación solo al final del supuesto día de entrega. No quiero volver a hacer ningún otro negocio con…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir","Me gusta"
"https://www.google.com/maps/contrib/107021629919711110288/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5BqJThrtng9ikP5Z5zlygTL3m_d87ITdwVFdD8=w36-h36-p-c0x00000000-rp-mo-br100","Jose Freitas","Local Guide","2 reseñas","Hace 4 meses","Nueva","(Traducción de Google) Compré una olla a presión, vino manipulada, piezas reemplazadas. Dañado, mandaron basura, así es, basura, porque ni el empaque era de la propia sartén. El servicio de atención al cliente de la empresa es horrible,…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/112255637716493064166/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnkFZaKs1SWMEHWn1gbivUaRh5V47o2f9Ah6ugkXTY=w36-h36-p-c0x00000000-rp-mo-br100","Elci Paschoalini","Local Guide","19 reseñas","Hace 3 meses","Nueva","(Traducción de Google) Terrible, no se lo recomiendo a nadie. Descuido total. Hice la compra, el producto fue pésimo, no funcionó, lo devolví bien, estuvo en análisis por más de un mes. Hasta el momento no han dado un solo puesto. Evite…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/108435233374707097261/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp7Vn6xFh2MzxFINneWpXAZVjgPV2-hTEtkEUIqQ=w36-h36-p-c0x00000000-rp-mo-br100","Karla Bumlai","Local Guide","5 reseñas","Hace 3 meses","Nueva","(Traducción de Google) ¡No compres en esta tienda! Venden un producto que no tienen, emiten una factura, pero no envían el producto. No contactan con el cliente y el sistema nos impide cancelar para solicitar la devolución del dinero. Tengo…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103288878443922255280/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmXlsrtfM59_Fb0dap51K41Ujb9Qv3VxWCfxUit9g=w36-h36-p-c0x00000000-rp-mo-br100","Fabio Cardoso Silva","Local Guide","2 reseñas","Hace un mes","Nueva","(Traducción de Google) Compré un producto a través de la aplicación Americanas, la persona encargada de entregarlo a la empresa OLIST, la entrega estaba programada para el 16 de diciembre de 2022. Estoy esperando y hasta el día de hoy 20 de…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/100889679460491807556/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp5KkibyjpV-LkQ2pecWtDkX2MajDCPIX1Rylhid=w36-h36-p-c0x00000000-rp-mo-br100","Silvio Flores","Local Guide","11 reseñas","Hace 3 meses","Nueva","(Traducción de Google) Lo compré a través de Magazine Luiza, para regalar y me arrepentí. Me han cambiado tres veces el plazo de entrega y aún no he recibido el producto. ¡Empresa irresponsable, que avergüenza a Brasil!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/115132468627005386018/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCloc9yy7YTL2cqIa3mm5d1dE9oENlKW0rKbpAtO4w=w36-h36-p-c0x00000000-rp-mo-ba3-br100","Alexandre Bittencourt","Local Guide","· 86 reseñas","Hace un mes","Nueva","(Traducción de Google) Mi producto no fue transportado de manera adecuada y profesional por Olist y llegó roto. Después de un tiempo de insistencia, me llamaron y culparon al empaque hecho por el fabricante del producto. Tuve que tirar el…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/113495825111739817080/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCm8jItpM9cuoeDbLoQGx6PtC0t0uPI2NMJZZQmZ=w36-h36-p-c0x00000000-rp-mo-br100","Dayvane Andrade","Local Guide","1 reseña","Hace 3 meses","Nueva","(Traducción de Google) Compré un televisor y hasta el momento no lo he recibido, el plazo de entrega era hasta el día 22/09 y hasta ahora no lo he recibido el medio día del 23/09, el televisor llegó a Aracaju el día 21/09, se suponía que…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/100375883009902738784/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6QgG5CCIhNSCaSztXSvroukpg1cCmukjDADbUb=w36-h36-p-c0x00000000-rp-mo-br100","Ana Gabriela Martins Silva","Local Guide","3 reseñas","Hace un mes","Nueva","(Traducción de Google) Mala experiencia, lo compre a través de Americanas, ¡eran un socio!, simplemente compré un juego de sábanas de 4 piezas de lujo, y me enviaron otra cosa, ¡publicidad engañosa!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/115044426314418963538/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCmdIHfZ3PE221gdI9DViGGi1lCYVdMYNd3HW1bICw=w36-h36-p-c0x00000000-rp-mo-br100","Luiz Saccarelli","Local Guide","7 reseñas","Hace 3 meses","Nueva","(Traducción de Google) Mala experiencia con esta empresa amateur. Compré un producto a través de la web de mercado libre, y aun después de confirmar el pago retrasaron la entrega del producto que era un regalo y luego cancelaron el pedido.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/113670446702310427129/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6_3fyIWg6vIhn0_2pW43UNbj6kVPZ_FZm2MH3L=w36-h36-p-c0x00000000-rp-mo-br100","Priscila Godoi","Local Guide","1 reseña","Hace un mes","Nueva","(Traducción de Google) ¡Qué basura de empresa! Retrasaron mi pedido y después de mucho intentar contactarlos, lo cancelaron por ""problemas operativos"". ¡Ridículo, necesitan mejorar demasiado para poder llamarlos malos todavía!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/110593151439382618553/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WClSA7wMuyXrC4X0sUB4SY5ERS_VeL_D52mSXyOK7A=w36-h36-p-c0x00000000-rp-mo-br100","CHPL","Local Guide","12 reseñas","4 semanas atrás","Nueva","(Traducción de Google) Hice una compra en el mercado de MAGALU para que OLIST me entregara un producto, no me entregaron los productos y aparece como un pedido entregado. Estoy tratando de resolver, pero hasta ahora solo aplazamiento.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103572014224331319183/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCm6jwsb5Zr3Mq8Fu5hx_rf4KgxLDIO2hDXlUEtRGQ=w36-h36-p-c0x00000000-rp-mo-br100","Cristiana Queiroga","Local Guide","1 reseña","Hace 3 meses","Nueva","(Traducción de Google) Compré un producto en mercado libre y lo conseguí!!!
no cumplieron con el plazo, no me contestaron y encima me jodieron!!! porque compre un producto, confiando en el tiempo de entrega, para un evento y simplemente…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/103270793929263817669/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCkI2LYiCjeRUBFC2cK2VweaJQgwZZWaa_cUSw_e=w36-h36-p-c0x00000000-rp-mo-br100","Priscila Matias","Local Guide","4 reseñas","Hace un mes","Nueva","(Traducción de Google) ¡MALA COMPAÑÍA!
¡TOMÓ MÁS DE 30 días para hacer un cambio y arreglar mi producto! acaba de llegar el mismo producto! ¡NO LIMPIARON! ¡No hicieron nada! ¡LA ASPIRADORA ACABA DE…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","1","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/101724259104068586304/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp6b850BnwBJiDV5Ug5MnhEgR02ESm9nT3Z4IQF7=w36-h36-p-c0x00000000-rp-mo-br100","Gabriela Ribeiro Gomes Gabi","Local Guide","2 reseñas","Hace 2 meses","Nueva","(Traducción de Google) Intenté registrarme para vender mis productos, a través de la página web y fue un fracaso, lo intenté a través de soporte, me llamaron para ""entrevistarme"" me tomaron datos y luego desaparecieron, ya le pregunté a la…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","2","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/105975756795856174360/reviews?hl=es-419","https://lh3.googleusercontent.com/a/AEdFTp4YV78HE2KdByCpAqj39NkRtH8pppFutYiOeXF9=w36-h36-p-c0x00000000-rp-mo-br100","Gabriela Cruz Oliveira","Local Guide","2 reseñas","Hace 2 meses","Nueva","(Traducción de Google) ¡Horrible! Compré un panel de TV que venía con el agujero equivocado, y cuando me comuniqué me dijeron que no podían ayudarme y que buscara qué hacer en Internet. Descuido total, si pudiera dejaría cero estrellas.…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
"https://www.google.com/maps/contrib/105295785821093528578/reviews?hl=es-419","https://lh3.googleusercontent.com/a-/AD5-WCnwFJNA06i-1Tf-SSQn8HO8hWb2pKAJCLnELiH6s98=w36-h36-p-c0x00000000-rp-mo-br100","Thiago Bento","Local Guide","6 reseñas","Hace 4 meses","Nueva","(Traducción de Google) Hasta el día de hoy estoy esperando mi mercadería comprada en el sitio web de Casas Bahia, pero vendida y entregada por ustedes, ya hice el reclamo, intenté cancelar la compra, nada más hasta ahora. !!!!!…","Más","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Me gusta","3","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Compartir",""
